id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
49553,0.1208484351359992,0.00020472021493729567,3.4855765427218423e-06,6.9662625324405754e-06,0.0004161817361903733,0.032467156816363626,0.0010879683322490865,0.2257730775584874,0.619192008366698
49554,0.0018575078526225663,1.2124550472125832e-08,6.917578282481272e-10,0.01447624717340944,3.969583320390041e-07,0.963078952759498,7.288740757703969e-06,1.310507957344927e-06,0.02057828319111468
49555,2.007705499256448e-07,0.9970441848130729,0.002685335288767331,0.00025616565439699713,1.4450520209744286e-06,2.2929333185374023e-07,4.4057586538893495e-07,1.1652095420682741e-05,3.464565739216101e-07
49556,0.014917130126428903,0.00014658613490990617,5.017439328858262e-06,6.191429442251766e-06,3.55224554808738e-07,0.0412625761800143,0.00011060265651430777,0.8296022240199997,0.11394931678880699
49557,5.447020810037368e-06,0.6699176072204863,0.31484059638634365,0.014658477258474656,1.07514215353569e-05,2.187579725535285e-06,0.0005175575999810929,4.512958978403005e-05,2.245922859399915e-06
49558,2.2274963294300864e-05,0.6653122548104768,0.26933828323597375,0.06122774654917795,0.00019701561828050498,0.0015506573332502796,0.001378403144409482,0.0008555254106976784,0.00011783893443926115
49559,0.000349342787755611,0.3756899682204741,0.5266688616304585,0.09209363543956475,0.0002689241744985924,6.024632920032219e-06,0.004661141531139436,8.065856212113782e-05,0.00018144302106762192
49560,4.92767032624109e-05,0.9507633590589628,0.016937489388950094,0.015709480280404402,0.01571611691083645,4.661234689278276e-06,0.00040328549092326566,0.0001599914120687348,0.0002563395199024807
49561,0.00011930691627869123,0.8236984371127759,0.1660227737843005,0.000429198861319844,0.004918641297169783,0.00017575396681298667,0.003888494148846023,0.0001093309128741488,0.0006380629996221157
49562,3.781122233251608e-07,0.9310392200965666,0.052329610538800024,0.01661336291553248,1.1903319481870263e-05,6.138281303236365e-09,3.014678074860885e-06,1.312561715450818e-06,1.1916393240509635e-06
49563,2.448689721740755e-07,2.3497412820326872e-05,2.8220511871616518e-08,0.0007968409239360064,0.9991334494225304,6.118579111291091e-07,3.255586770161476e-05,7.80916141989214e-07,1.1990509474551226e-05
49564,1.919761503395093e-14,1.1152467025248214e-11,1.0802338994932537e-12,3.2036511486712904e-09,3.891320098609064e-12,0.9999995549686231,4.395898133434502e-07,2.221763980230249e-09,5.1082180112665915e-15
49565,0.12668097573657286,2.483744398505233e-06,9.286175553962888e-09,2.354455689930752e-05,2.6981366040492118e-08,0.8522847616391565,0.0066548490097980625,0.0028194137038173926,0.01153393534181554
49566,8.047477961982559e-08,5.183485371566129e-07,1.786484637806962e-08,4.355744022188703e-11,4.941776406462854e-12,1.6775945794687412e-05,1.2484893845217974e-08,0.9999825319811055,6.285154359232569e-08
49567,8.400500516351123e-10,1.3192342936599647e-09,6.529158345431486e-12,4.243987417711393e-17,2.821035369750684e-15,1.6364235462630813e-08,9.1426954390382e-13,0.999999952635134,2.8833899670381972e-08
49568,0.035876152237317,0.37186836175330246,0.1262507501362311,2.2767368889279343e-05,0.0028967679187746715,0.006399898283960984,0.4399168695044516,0.004420829133037504,0.012347603664035466
49569,0.275425740524473,8.394747359324786e-07,4.696029739190384e-08,1.4757682335416185e-08,2.3513123997029644e-05,0.00046778642214596845,0.0012144033085677837,2.08617377044155e-08,0.7228676345663629
49570,1.9557952881046785e-05,0.9686591781411886,0.027916948691798567,0.0021211718784890387,4.147771445933941e-05,6.248046429809921e-06,0.0012153967033351812,1.906751232413278e-05,9.533590943747455e-07
49571,0.00010221693905181822,0.0011911216672878635,0.0013678804046340514,0.000557764563293306,2.8186230852371144e-06,0.8440136568507626,0.13498617113107786,0.017771179240894823,7.190579912242854e-06
49572,0.014530997254366587,0.392435211348623,0.21870492223876153,0.15490243383842947,0.01109482571660948,0.0011307045308974984,0.2026660796064359,0.001338570978064485,0.0031962544878119865
49573,1.891706134937573e-10,1.4171478687315877e-14,2.1796544431927327e-19,2.56334035383031e-16,4.6520015840268213e-10,5.7360180415717606e-08,6.995352179275974e-15,8.62982072596297e-11,0.9999999418991292
49574,2.0268521477800265e-17,0.9856416190110168,0.0143509690542026,7.4119287717847045e-06,2.4748780573537465e-12,1.0524454152739939e-15,9.55756188088955e-15,2.036970272418826e-12,1.486370339045106e-12
49575,0.0029712059171527207,0.00010876245352319637,5.532987392188091e-07,4.9256211329144125e-08,1.4770728488274483e-08,0.5768974909478097,0.060877544750363284,0.3591378822184415,6.496387030430741e-06
49576,0.0003468378320668212,4.548746989192469e-06,9.052466868303888e-08,8.178689873348038e-10,8.193796715827934e-11,0.0005109999083672472,1.164550716531947e-07,0.998898065714538,0.00023933991849160174
49577,1.017404833178357e-05,6.617670225888232e-11,1.5473963189780192e-13,1.4470458778655562e-10,7.279135381029701e-09,0.00016002037518081277,1.0143600921843913e-09,4.907975229050377e-09,0.9998297921639806
49578,3.7387419186238453e-07,4.179978512396889e-06,4.84559002600909e-07,7.79454397213742e-10,1.115139429443588e-09,2.0172137734047024e-06,2.224377611006646e-07,0.9999725743426963,2.0145699468401214e-05
49579,7.906387058522137e-32,2.064789387536871e-30,1.6027121737569322e-33,4.210234075843991e-25,6.491814323170801e-31,1.0,1.839366445180109e-22,6.958357876181907e-22,2.321902524308501e-30
49580,1.2946920252193953e-07,2.4135520392653528e-05,2.6247073473758795e-06,0.002989477629542924,7.797221349581898e-08,0.9968911764871281,1.7352033140762466e-06,6.125663842000894e-05,2.9386372438946284e-05
49581,7.2820959450683896e-06,0.21211790006586811,0.7751358540578985,0.0012553528048281643,0.0053667575918076235,0.00032699722460807946,0.0029931102126685713,5.3926843076808735e-05,0.002742819103299205
49582,7.926684769901778e-05,4.625924039127862e-05,5.9008094662715155e-08,0.0002092996660426859,0.9986050224075685,1.7202853413228501e-06,0.0006890895424868886,2.7919216687839287e-05,0.00034136378568748265
49583,0.021112997605607996,7.080499192242688e-13,5.234550516139987e-14,6.122175247730631e-11,2.9804950279103496e-09,0.039488280449824276,6.699402053271438e-07,3.4763399618240746e-06,0.9393945726219235
49584,6.141317028384455e-07,0.3563252635489097,0.6422230343112345,1.3860773454449594e-05,1.634721925452391e-05,0.00026144433134945525,0.0007750678717011775,0.00035253341785419193,3.18343945390157e-05
49585,6.350343178133647e-14,0.9996870662800715,0.00031240937744378785,5.239124498967666e-07,2.9882131778019185e-10,3.860809190259055e-13,3.3510724196032273e-12,1.1924685796860605e-10,8.165940333547678e-12
49586,7.762512662326572e-07,0.8612619328014721,0.13766586357454733,5.223563922905459e-05,7.93259161677247e-06,3.2443206797805626e-05,2.957301308119733e-05,0.0008026074111885592,0.00014663551080094177
49587,2.497647743664917e-06,0.2515445294009177,0.13539478621934609,0.0074752121702240685,0.003425670666967277,0.5658698857967586,0.03436085243090389,0.0018980521732494683,2.8513493889365887e-05
49588,0.06794009603568357,0.000698042058769453,0.0005478285391412853,0.00032713511743397226,0.00010791961895081045,0.06981137882596086,0.8518406045409905,0.006515830499439838,0.002211164763629595
49589,0.003929107334712588,1.826886014743395e-06,2.9966985006917736e-07,0.004822825625131837,2.5898744668875585e-08,0.98901023841787,0.00026488143038351107,0.0008173509219222969,0.0011534438153705166
49590,0.0004791327359221633,0.8994720231223653,0.06944132697073235,0.022772247157815898,0.002824452344043979,8.985514867939323e-05,0.0037545132152671627,0.000865688893388624,0.00030076041178518214
49591,2.3814512806739126e-05,1.0874237964235488e-05,2.48080468800518e-05,0.00017396725097503318,7.399532992886722e-07,0.0058867270249671946,0.9938743527636246,4.697589725510067e-06,1.8619757341286514e-08
49592,1.3073775464946578e-29,1.5653725001606515e-28,3.842793115800269e-31,1.2293834105563693e-22,3.2368815198058054e-28,1.0,1.1068118239775435e-21,2.3158419186497083e-21,2.7648988697833065e-28
49593,2.0016075074445037e-12,0.45420939262847865,0.5438862392034465,0.0018944323489416084,2.186636358600961e-11,1.335861634307426e-06,7.0663079169235115e-06,1.5336239696785668e-06,1.7443095876540432e-12
49594,9.613144999123437e-08,8.541260156028871e-06,3.988640709822487e-09,4.377263279251966e-05,0.9999308073563925,5.1059907341468166e-08,1.3632558017428224e-05,1.8066196723852153e-07,2.914350676225827e-06
49595,8.946209512944619e-06,5.797288510257181e-08,2.651454649260997e-10,3.94958716197455e-09,4.110003626993657e-09,0.9971825479092806,0.0027823705709947425,2.5631031651708563e-05,4.379809386472013e-07
49596,1.2882016775564526e-06,1.7570697287680296e-05,4.938816003264996e-09,6.653203135886566e-05,0.9998104279004822,6.522280687055518e-08,9.796238109386332e-05,3.4543556081182443e-06,2.6942708687380926e-06
49597,8.384172417234995e-16,9.849633454717002e-05,9.274451163046302e-17,9.042926577084071e-07,0.9999005993705398,5.239139544799932e-16,3.5227191271850056e-14,2.8810464560599444e-14,2.19010025931622e-12
49598,5.549769694882669e-06,2.7848982057302292e-05,1.1528460865562792e-07,9.625942182501511e-09,5.1264924036581046e-11,0.964940951053485,0.0011886643852237718,0.03383680264914595,5.819857741186229e-08
49599,7.188241647981762e-05,3.439785728760068e-05,1.2618890539093516e-05,7.951998801693953e-06,1.150746131578984e-05,0.020142680626364658,0.9797087828350068,9.73739830446738e-06,4.40515900005769e-07
49600,6.658168226892699e-07,8.136388921020288e-15,3.708182627920591e-19,1.375978493360473e-12,2.0313760794236294e-14,0.9997486127438197,1.2106040634044894e-10,4.788230116876534e-07,0.00025024249388099927
49601,0.00035715902154570225,0.0053791585215886,0.002164468740175477,0.0009214187934594161,2.0434380020602746e-05,0.026184646039918356,0.007501880676685265,0.9426833634595697,0.01478747036703673
49602,7.238486319807751e-07,6.855533470116417e-08,6.783932345212451e-11,9.37587793231523e-13,5.441319660206979e-09,3.42060858906275e-08,1.1488973895112319e-07,0.9999981043975241,9.485925880827481e-07
49603,0.00040467726323334874,2.4541966141936697e-16,1.1610644667200899e-21,7.114950224696318e-18,9.47076051892179e-15,0.00013066707054655032,2.14268693787185e-13,9.334398920835853e-08,0.999464562322007
49604,2.53540882576541e-07,0.7497584614790299,0.24405014283672236,0.0061635782170159775,7.310031974836568e-06,1.5345026192316454e-07,9.548505580541546e-06,8.73666493100602e-06,1.8152736007519424e-06
49605,0.0003638126104245608,7.879995279965209e-11,9.291198550807138e-15,1.654525752681738e-22,4.0057978523356335e-15,6.876247106181282e-12,1.2039202439378506e-10,0.9996361772242285,9.959265357392393e-09
49606,0.06052619009270147,2.3511071314348895e-09,6.88191997013162e-14,6.360459920818313e-17,1.6132893309241579e-09,1.066034559758058e-08,7.106643921690161e-07,0.9394687920584122,4.292559683332965e-06
49607,0.029933373335613377,5.020712325462458e-06,3.3024761180742576e-08,7.174241166846959e-07,1.2350560365989182e-06,0.7730195017833825,0.0006007588781502841,0.1881038837158393,0.008335476069774573
49608,1.1322374066287322e-10,2.2045798239124949e-13,1.309736195413493e-17,1.6320835741927852e-11,2.2730382727405224e-15,0.9999997992458877,1.9264997129663066e-10,1.0997401304920367e-11,2.0042069775352697e-07
49609,3.5038465979313783e-08,0.9781038755541333,0.021122461045819354,0.0007692051328767248,8.420225072021924e-07,4.617663490061586e-08,1.4933302493101173e-06,1.9298339147686245e-06,1.1186539861204141e-07
49610,1.6842584490405205e-05,0.9047278364239937,0.09159429691712037,0.0009938282753919204,0.00015039158052038222,6.298071559750095e-06,0.002389858704121617,0.00011739713821905037,3.250304582817336e-06
49611,0.745174408733144,0.0005445556997445341,5.466853084307671e-08,6.214079356137511e-12,0.00012191398293499411,6.591985177494147e-07,1.7019250612027205e-05,0.008174337405840275,0.2459670510544614
49612,1.1664904397140167e-11,0.9317420320761524,0.0668622296977358,0.0013957258150971489,5.1921866759065194e-09,5.364093552836337e-12,1.1869893206886441e-09,4.677558007525105e-09,1.3372515812125855e-09
49613,1.5107185261177713e-07,0.007875058088175624,3.526906173186886e-06,0.00011436672020377166,0.9919400496066422,1.1864622889867188e-06,1.1033871331099414e-05,3.2011167512404456e-06,5.142615658113222e-05
49614,2.232107981084e-07,9.89870798077367e-09,2.0810216329691276e-11,1.1877276279068793e-07,1.925322445413519e-12,0.9999877082760219,1.306979290059149e-07,1.0145721240085491e-05,1.6633998047148132e-06
49615,3.853531298969536e-05,0.6530469625830984,0.3049446238538368,0.0401523620775848,7.380977023596246e-05,1.9019628096893737e-06,4.620826114644025e-05,9.303886497463169e-05,0.0016025573133235797
49616,2.8148192261852257e-26,1.5620983132328917e-22,7.989287619537993e-25,8.937741052879635e-19,1.5514563034757373e-23,0.9999999999999991,7.700718883289493e-16,1.2046611060340604e-16,1.205080805501693e-26
49617,1.585439985393691e-08,7.722556243326009e-10,1.1579913800165873e-12,2.636096916711771e-11,1.1416775921523646e-11,0.9999656131025632,1.7472004894496022e-08,3.4172052239863244e-05,1.8070760105148776e-07
49618,0.029847819478309976,1.2154672618557035e-05,3.91867754746353e-06,0.0003251113032571847,7.227137308186742e-06,0.5071529944846509,0.46139683678530585,0.0010039175370181728,0.0002500199239836567
49619,2.6360574632771685e-14,0.006845268864335298,8.973407070214923e-05,0.9930649962194484,1.9453377215705133e-10,1.1592058855472913e-13,9.305594355215184e-13,4.106170496814141e-12,6.458012023366484e-10
49620,2.6739261948936147e-05,4.907016979413225e-09,1.1943055421788063e-10,1.3675866080375973e-07,1.717608787180245e-11,0.9999177211144934,5.2289113985069966e-05,2.9738366272528e-06,1.348706610586322e-07
49621,6.285237979342993e-08,0.9555082738191276,0.04103919391784155,0.003433203899932585,1.4768085111976811e-05,3.161087195542419e-08,1.0804967959078416e-06,5.547699360503982e-07,2.8305480025213015e-06
49622,1.9731919554472885e-15,0.901674801907528,0.09831901038343646,6.187594905112619e-06,1.708048168254935e-11,7.145846064284338e-15,1.8243096422205405e-12,9.239538945995129e-11,2.821277025826589e-12
49623,5.0192695328565636e-05,6.31337250963238e-11,2.0982443733829932e-14,1.6132888861205893e-18,1.5023601905030716e-15,3.6965077027225196e-08,6.761449845673654e-11,0.9999496434992332,1.2670959052727038e-07
49624,3.834983963640749e-06,0.8815315756881745,0.030956271199425935,0.087250376898298,6.667931823872067e-05,2.330496717041769e-06,0.00010004105989026801,7.75040274406557e-05,1.1386327851066632e-05
49625,6.422708036356422e-19,2.4947627526599234e-17,3.4476572417943987e-19,1.181932733311548e-13,5.188394300471595e-16,0.999999999999565,2.5759598256809174e-13,5.862572185976229e-14,1.2384916744085869e-16
49626,1.5320742640327393e-05,0.9768719650506752,0.012632178097515236,0.009516348898300773,0.00017124436417998898,1.0518592922811204e-05,0.0002009673232605925,0.0005549472027682891,2.6509727736711905e-05
49627,0.027209428936222958,3.5544750004999175e-06,7.943628322842299e-07,0.00204241995589057,7.524858971274232e-08,0.7390283934800184,0.23120852448459142,0.00044458497353803056,6.222408331609742e-05
49628,5.456108703430639e-05,0.9744429621010542,0.017923088249664366,0.0022137940434375386,0.0043485374650294294,3.878424955513547e-05,0.0007065402092866519,0.00010616101522968577,0.00016557157970886318
49629,0.00012840476684096482,0.8614418841263141,0.1067074161322115,0.02905524147115851,0.0011544099470747304,9.71829793732181e-06,0.000984034797963108,0.00029730791089075645,0.00022158254960905313
49630,0.00015995246202212335,0.29931572937058193,0.6412226880610967,0.052503241028721045,0.0001831427006706748,2.123112599006185e-05,0.006407475284718397,0.00011387224717323314,7.266771902596682e-05
49631,0.9551497478431039,6.926485852194558e-07,8.910436618079649e-09,4.311285151903844e-07,3.572075644118536e-07,0.0026831849068022257,0.0023649758683365837,0.03411504763542433,0.005685553851231489
49632,0.00013442827383025255,0.018319801171675983,0.009847212731858807,0.01894023880950569,0.00011971170604482735,0.2988916505052347,0.6519821155302346,0.001763300118860006,1.5411527552049229e-06
49633,8.890756402825694e-05,4.058960874689474e-08,2.3990397592261786e-10,5.231724202776824e-13,5.918322399891477e-11,2.905279578065584e-06,8.454295195684268e-09,0.9998888424142804,1.9295398598954825e-05
49634,9.108246107303933e-05,0.5211782229353625,0.015528026895287999,0.45919670478491204,2.4906132876144405e-05,0.0028400218673778972,3.977767333045012e-05,0.00033485897349509427,0.0007663982762848353
49635,0.00013420691039566114,0.0001854814503667844,8.95258146822127e-05,1.0248932664380025e-07,2.7979461932785196e-07,1.7438067603394198e-05,0.00013864314743402127,0.9993310376058361,0.00010328471973607476
49636,3.352024416843039e-10,4.266582224093499e-06,8.365746682274637e-09,7.826079915560419e-15,1.0832705950340718e-16,0.0005009848883570651,8.040363800500805e-06,0.9994866994637605,9.010577131639958e-13
49637,4.5743345849630936e-05,0.013430041476811897,0.005733626487375948,7.242344970684417e-05,1.3983464353299767e-06,0.00024038818425233243,0.9804759229649752,4.554529181024419e-07,2.916746082383692e-10
49638,3.2146224888253344e-05,1.1992563014981397e-06,1.437398611093523e-08,0.29548823441986316,2.495351030817098e-06,0.6742440856240316,8.470804880476154e-07,1.5925791044965182e-05,0.030215051878365533
49639,9.109708558561708e-06,0.7918622185773729,0.19925294433685628,0.007360961002480185,0.0008807110691161728,1.685771135577133e-05,0.0004682300830598184,8.321675363440098e-05,6.575075756581904e-05
49640,4.3964423015752326e-08,0.12065790057028285,0.8732444241680486,0.005967660596545813,1.7910254775400013e-07,6.634573246246103e-07,0.00012171025150141065,7.38541943627773e-06,3.246988963671392e-08
49641,0.32868352362919034,2.702615360223583e-06,5.612178716190559e-09,6.066241123830488e-07,1.6820633765918643e-05,0.0015005863544338674,2.2015910644631966e-05,0.010607193723060382,0.6591665448972536
49642,0.9995545932012991,3.506541648602353e-06,2.657695988339685e-08,1.261483009355627e-10,1.3315496296851532e-09,0.0001507045523887531,0.00025090214696029447,3.725986165920444e-07,3.989292442892222e-05
49643,9.898234230242815e-07,0.392910897071145,0.4743962325667554,0.13251702173700391,2.3525690387081897e-05,5.709220501400855e-07,1.8738881029941062e-05,7.454691826623089e-06,0.00012456861637891026
49644,6.543106026719829e-15,2.5671128470572252e-14,6.89199093016302e-16,3.85787653292426e-12,6.190303772209502e-16,0.9999999997615223,1.2799867643021013e-10,1.0658604844488953e-10,1.3744771286503514e-15
